time,date,hour,precip [mm/day],sub710 [m3/s],sub710 (observed) [m3/s],sub685 [m3/s],sub685 (observed) [m3/s],sub684 [m3/s],sub684 (observed) [m3/s],sub676 [m3/s],sub676 (observed) [m3/s],sub677 [m3/s],sub677 (observed) [m3/s],sub686 [m3/s],sub686 (observed) [m3/s],sub699 [m3/s],sub699 (observed) [m3/s],sub701 [m3/s],sub701 (observed) [m3/s],sub700 [m3/s],sub700 (observed) [m3/s],sub683 [m3/s],sub683 (observed) [m3/s],sub697 [m3/s],sub697 (observed) [m3/s],sub698 [m3/s],sub698 (observed) [m3/s],sub696 [m3/s],sub696 (observed) [m3/s],sub682 [m3/s],sub682 (observed) [m3/s],sub694 [m3/s],sub694 (observed) [m3/s],sub695 [m3/s],sub695 (observed) [m3/s],sub678 [m3/s],sub678 (observed) [m3/s],sub680 [m3/s],sub680 (observed) [m3/s],sub681 [m3/s],sub681 (observed) [m3/s],sub691 [m3/s],sub691 (observed) [m3/s],sub693 [m3/s],sub693 (observed) [m3/s],sub692 [m3/s],sub692 (observed) [m3/s],sub689 [m3/s],sub689 (observed) [m3/s],sub712 [m3/s],sub712 (observed) [m3/s],sub724 [m3/s],sub724 (observed) [m3/s],sub723 [m3/s],sub723 (observed) [m3/s],sub720 [m3/s],sub720 (observed) [m3/s],sub719 [m3/s],sub719 (observed) [m3/s]
247,2010-09-05,00:00:00.00,0.167311,4.33447,0.4134,1.64916,4.81,1.00501,0.876,4.75226,2.56,9.56493,4.56,1.13173,0.47,1.74287,0.271,2.75794,0.922,2.38877,0.228,1.7953,2.05,0.180701,0.098,5.00878,0.669,0.557139,0.617,1.23909,0.006,0.596916,0.016,0.263498,0,10.2985,0.5352,2.82794,0.1189,2.05422,0.3625,3.40112,1.3649,2.36425,2.5457,3.30662,3.3414,2.86462,0.7108,0.553851,0.3738,1.97281,0.0442,1.30893,0.0603,1.29656,1.0251,8.21061,13.1957
248,2010-09-06,00:00:00.00,0.0398882,5.28572,0.2574,1.56143,4.69,0.795547,1.1,4.42883,2.1,7.18418,4.01,0.760846,0.51,0.322805,0.174,1.28263,0.965,0.485406,0.133,0.929709,1.18,0.114635,0.069,3.34825,0.742,0.304244,0.609,0.651935,0.005,0.380919,0.013,0.151344,0,6.07461,0.5777,1.7169,0.1419,1.32706,0.3681,2.8714,1.1921,1.54799,2.3022,2.42013,2.7212,2.77861,0.4559,0.419476,0.3313,1.94252,0.0371,1.14782,0.0544,1.05217,0.7306,8.85139,9.118
249,2010-09-07,00:00:00.00,0.0244492,3.62973,0.1756,0.954765,3.98,0.431102,0.907,3.09921,0.742,3.76937,3.42,0.305859,0.55,0.257313,0.14,0.629085,0.97,0.485859,0.115,0.402,0.932,0.0804142,0.056,2.14998,0.672,0.209005,0.62,0.660282,0.005,0.295599,0.011,0.121659,0,4.29368,0.5324,1.50944,0.1342,1.14042,0.3398,2.3822,1.144,1.22526,2.2031,2.14541,2.523,2.67968,0.3964,0.429189,0.3171,1.87981,0.0297,1.00057,0.049,0.659816,0.6371,8.0938,9.3162
250,2010-09-08,00:00:00.00,0.035278,2.92518,0.2973,0.479273,3.86,0.166171,0.626,1.13904,0.294,2.52382,3.37,0.158745,0.53,0.282907,0.12,0.658745,0.973,0.47887,0.107,0.246579,0.832,0.0845141,0.059,1.86562,0.66,0.191842,0.663,0.628292,0.004,0.289561,0.009,0.126022,0,4.0003,0.4163,1.48015,0.1458,1.10209,0.3058,2.17037,1.1497,1.31388,2.254,2.12609,2.6476,2.55385,0.4078,0.428067,0.3313,1.85446,0.0241,1.02662,0.0422,0.665397,0.7957,7.62739,10.817
251,2010-09-09,00:00:00.00,0.0572203,3.27066,0.3936,0.340642,3.43,0.213412,0.495,1.28308,0.182,2.37275,3.29,0.192856,0.5,0.248426,0.105,0.656555,1.03,0.465355,0.13,0.257645,0.712,0.0809334,0.066,1.71212,0.633,0.175117,0.622,0.603267,0.003,0.271171,0.007,0.116046,0,3.8012,0.4502,1.35101,0.132,1.0598,0.2744,1.99892,1.0675,1.19256,2.0954,2.04833,2.2002,2.25936,0.3483,0.412511,0.354,1.87082,0.0195,1.07485,0.047,0.719321,1.0024,7.89151,10.9586
252,2010-09-10,00:00:00.00,0.0108618,3.12141,0.2806,0.404192,3.13,0.295971,0.445,1.92097,0.132,2.40079,3.33,0.229378,0.449,0.305932,0.182,0.652926,0.931,0.515488,0.135,0.416667,0.669,0.0811783,0.067,1.72264,0.603,0.177131,0.607,0.595143,0.002,0.262747,0.006,0.11124,0,3.49416,0.32,1.27664,0.1263,1.01463,0.2781,1.86865,1.1667,1.16119,2.1691,2.00307,2.1691,2.07055,0.3426,0.401266,0.3171,1.86905,0.0136,1.06104,0.0501,0.667816,0.7108,7.74744,9.4295
253,2010-09-11,00:00:00.00,0.0016784,2.49889,0.2656,0.378849,2.96,0.198714,0.421,1.34459,0.098,2.19499,3.24,0.158371,0.452,0.285412,0.12,0.64677,0.94,0.509395,0.155,0.421283,0.654,0.0795463,0.071,1.69995,0.603,0.170352,0.601,0.587125,0.001,0.259207,0.005,0.110095,0,3.30529,0.3936,1.25351,0.1237,0.994589,0.3143,1.79796,1.1808,1.15016,2.1917,1.97564,2.2653,1.9247,0.3256,0.398083,0.3228,1.81882,0.0122,0.991331,0.051,0.59821,0.6768,6.98928,8.2685
254,2010-09-12,00:00:00.00,0.337647,1.86816,0.2073,0.275254,2.85,0.118224,0.403,0.810718,0.074,2.01277,3.14,0.124007,0.448,0.378346,0.121,0.664827,0.932,0.575828,0.144,0.319395,0.636,0.120755,0.081,1.70093,0.64,0.241934,0.587,0.613355,0.001,0.323902,0.005,0.175814,0,4.50044,0.4276,2.25724,0.1478,1.69744,0.371,3.04949,1.3989,2.73513,3.7945,3.84607,3.5113,2.60399,0.5409,0.697999,0.7985,2.66365,0.0144,1.63684,0.0586,0.868697,0.79,7.4496,9.7976
255,2010-09-13,00:00:00.00,0.308079,2.33429,0.2396,0.403239,2.88,0.313381,0.401,1.79225,0.059,2.615,3.31,0.349872,0.552,0.615464,0.11,1.11054,0.923,1.01505,0.177,0.483426,0.649,0.173036,0.116,2.99527,0.662,0.5736,0.62,1.49957,0.001,0.62295,0.005,0.36057,0,7.75636,0.4106,3.55617,0.1472,2.92359,0.3851,5.03044,2.7496,4.18158,6.5129,6.38347,10.9303,3.53121,1.2601,0.878847,0.7164,3.58039,0.0204,2.20479,0.0739,1.15672,1.4923,8.74978,15.2628
256,2010-09-14,00:00:00.00,0.0321251,2.96261,0.2093,0.646007,2.91,0.403955,0.417,2.31986,0.05,3.50429,3.29,0.572998,0.517,0.539824,0.108,1.28866,0.986,0.901497,0.168,0.554552,0.629,0.14872,0.117,3.96843,0.717,0.710958,0.645,1.56347,0.001,0.799211,0.005,0.432633,0,8.34959,0.3964,2.9174,0.1365,2.53948,0.4701,4.55479,1.4838,2.58331,3.0299,4.95565,4.3042,3.47734,0.7051,0.54691,0.3313,2.95397,0.0181,1.49023,0.0654,0.941694,0.8835,8.60718,12.2046
257,2010-09-15,00:00:00.00,0,2.60788,0.1804,0.568076,2.77,0.196635,0.393,1.10999,0.047,3.31587,3.2,0.377369,0.469,0.251214,0.111,0.820573,0.933,0.450573,0.139,0.335818,0.566,0.0931819,0.109,2.62822,0.739,0.389554,0.642,0.661831,0,0.53073,0.004,0.265106,0,5.19921,0.371,1.64185,0.1594,1.33842,0.4502,2.95808,1.2601,1.12185,2.6759,2.53186,3.2564,3.23314,0.4672,0.371464,0.2294,2.02466,0.0144,0.89184,0.0586,0.641448,0.7419,7.34187,9.656
258,2010-09-16,00:00:00.00,0.00014035,2.00857,0.1688,0.327719,2.62,0.0945786,0.367,0.600635,0.046,2.54003,3.15,0.145753,0.421,0.242379,0.097,0.582887,0.922,0.423792,0.137,0.194113,0.549,0.0743456,0.121,1.66298,0.683,0.202338,0.651,0.548576,0,0.281328,0.006,0.121693,0,3.33955,0.4531,1.23766,0.1608,0.981891,0.4304,2.26097,1.1213,1.08012,2.373,1.99337,2.7467,2.82839,0.354,0.385511,0.1931,1.70993,0.0125,0.90355,0.0538,0.5605,0.6966,6.45948,9.8826
259,2010-09-17,00:00:00.00,1.7065,3.67795,0.2087,1.30045,3.45,1.03981,0.645,5.03037,0.829,7.98632,7.12,1.48476,0.938,2.36439,0.476,4.28016,1.38,3.98171,0.409,1.35801,0.842,0.453813,0.188,6.09411,0.716,1.27444,0.765,3.20076,0.001,1.27259,0.01,0.768541,0,9.23729,0.4842,3.97191,0.1764,3.21453,0.5154,5.54444,3.6246,6.09374,14.5832,7.73201,16.622,5.34312,3.1998,0.625721,0.7985,1.97559,0.0215,1.5008,0.062,2.10146,4.4457,12.3041,27.0992
260,2010-09-18,00:00:00.00,0.115876,7.21832,0.5862,2.47729,4.63,1.33344,1.48,6.14967,0.175,13.0165,4.93,2.19792,1.85,2.56926,0.499,5.78433,1.25,3.97616,0.377,1.96762,1.49,0.568929,0.207,9.0669,0.773,1.70387,0.786,3.19345,0.001,1.77627,0.009,1.05737,0,15.2727,0.5975,5.69686,0.179,4.89255,0.6145,9.18201,5.3519,7.95572,13.224,11.3214,20.9261,7.63237,2.8883,1.05465,0.5918,2.55872,0.0379,2.80815,0.0892,2.94012,2.6816,20.6541,33.1307
261,2010-09-19,00:00:00.00,0.145799,6.71869,0.5578,1.76602,4.61,0.367721,1.04,1.55153,0.15,7.78245,4.18,0.786242,0.966,0.297335,0.269,1.90459,1.21,0.418605,0.243,0.760461,1.16,0.215759,0.129,4.75668,0.994,0.62964,0.749,0.957373,0,0.91058,0.009,0.447452,0,11.1198,0.4899,4.0096,0.1631,3.21074,0.7589,6.80436,2.0416,2.43357,4.3891,5.43002,7.2208,6.76533,1.0194,0.987757,0.2118,2.38952,0.0379,2.57757,0.0883,1.47574,1.2176,19.7933,15.0362
262,2010-09-20,00:00:00.00,0.00518686,3.3578,0.4248,0.658392,4.29,0.0768392,0.708,0.521968,0.123,2.53137,3.94,0.0819395,0.768,0.218497,0.205,0.402708,1.17,0.413219,0.184,0.151549,0.92,0.151887,0.095,2.16429,0.879,0.345501,0.833,1.02052,0,0.480067,0.008,0.196335,0,5.68434,0.6683,2.90605,0.2158,2.05524,0.6711,4.25217,1.7981,1.0585,3.483,2.66521,5.2953,6.26137,0.7476,0.504544,0.1909,1.79734,0.0385,1.24662,0.1025,0.624966,0.841,13.2116,12.4594
263,2010-09-21,00:00:00.00,0,1.69731,0.3908,0.278741,3.62,0.0873222,0.58,0.736575,0.091,1.63553,3.66,0.120521,0.634,0.236565,0.217,0.56734,1.46,0.396397,0.166,0.177313,0.777,0.102864,0.09,1.9017,0.871,0.244126,0.862,0.582752,0,0.319853,0.007,0.133417,0,3.88269,0.4163,1.84745,0.1645,1.52089,0.6513,3.2186,1.4725,1.27567,2.945,2.48059,4.0493,4.66802,0.6003,0.315728,0.2285,1.61127,0.0405,0.867838,0.0917,0.5254,0.7617,7.75045,11.6099
264,2010-09-22,00:00:00.00,0.00121131,1.31406,0.2917,0.186447,3.23,0.0817032,0.49,0.581356,0.087,1.60557,3.47,0.112628,0.55,0.208882,0.146,0.544807,1.05,0.391097,0.127,0.170139,0.702,0.0588307,0.083,1.43111,0.834,0.141867,0.82,0.505549,0,0.236335,0.031,0.0936571,0,3.35074,0.4757,1.18804,0.1436,0.961885,0.6003,2.1242,1.3564,0.897412,2.6986,1.72126,3.4263,3.18002,0.5097,0.357537,0.2073,1.56066,0.0408,0.858219,0.0748,0.51659,0.7476,6.14987,13.4505
265,2010-09-23,00:00:00.00,0.411017,1.6769,0.2642,0.301937,3.22,0.150336,0.427,1.84062,0.121,2.27175,3.66,0.398555,0.568,1.13231,0.341,2.20997,1.27,2.04308,0.269,0.307484,0.731,0.411345,0.1,2.8103,0.839,0.592528,0.838,1.15729,0,0.457479,0.067,0.262009,0,4.86914,0.4587,1.57429,0.2076,1.33461,0.5493,2.43341,1.5999,2.56598,6.7677,3.55293,8.2119,3.41725,1.4696,0.352821,0.2033,1.64428,0.0328,0.881428,0.0716,0.706654,1.3394,6.39703,14.8947
266,2010-09-24,00:00:00.00,0.00873304,2.10362,0.2305,0.375456,3.12,0.174745,0.458,2.32146,0.117,3.14273,3.45,0.501478,0.705,1.22298,0.331,2.95737,1.15,2.03794,0.283,0.391156,0.802,0.493121,0.167,3.90423,0.812,0.738187,0.835,1.15053,0,0.572187,0.057,0.327186,0,7.02368,0.3341,1.86104,0.2271,1.62757,0.4814,2.85081,1.5178,3.27081,3.5113,4.66799,4.644,3.36229,0.6994,0.361019,0.1807,1.71224,0.0328,0.907822,0.0668,0.785575,2.1832,6.31273,17.2733
267,2010-09-25,00:00:00.00,0.00107639,1.95536,0.1962,0.256628,2.96,0.102641,0.468,0.850327,0.107,2.96348,3.44,0.198684,0.567,0.281391,0.172,1.24429,1.11,0.37568,0.215,0.264605,0.751,0.139929,0.107,2.60394,0.842,0.291087,0.803,0.485285,0,0.338059,0.052,0.153519,0,5.8368,0.5012,1.40366,0.2203,1.17143,0.4984,2.37894,1.3281,1.4958,2.9166,2.71,3.9644,2.59529,0.555,0.343169,0.1422,1.61234,0.0303,0.851941,0.062,0.584167,0.892,5.84173,10.5905
268,2010-09-26,00:00:00.00,0.0132915,1.58852,0.175,0.20484,3.01,0.142489,0.425,0.878612,0.115,2.18307,3.31,0.100374,0.499,0.195973,0.134,0.481673,1.01,0.371275,0.16,0.256828,0.674,0.055952,0.086,1.49406,0.775,0.148582,0.788,0.487775,0,0.217256,0.041,0.0862116,0,3.43793,0.5635,1.08487,0.1931,0.861481,0.4729,1.80238,1.2006,0.785581,2.6561,1.56069,3.5962,2.28386,0.5239,0.330287,0.2945,1.50553,0.0261,0.800235,0.0558,0.492798,0.7221,5.2223,10.0242
269,2010-09-27,00:00:00.00,0.0163251,1.26642,0.1736,0.233507,2.93,0.165004,0.422,1.2657,0.105,1.75646,3.27,0.116319,0.475,0.312666,0.119,0.554581,1.05,0.495934,0.162,0.304492,0.621,0.0702747,0.082,1.66011,0.75,0.174713,0.786,0.732214,0,0.285487,0.043,0.12137,0,2.81486,0.4134,1.03268,0.2104,0.814457,0.4587,1.58389,1.2091,1.01035,2.5429,1.6697,3.4547,2.03551,0.4729,0.328105,0.4927,1.45443,0.0212,0.79249,0.0558,0.485993,0.6909,5.01371,8.2968
270,2010-09-28,00:00:00.00,0.111551,1.3301,0.173,0.372694,2.95,0.208757,0.43,0.961175,0.108,2.37986,3.32,0.377882,0.509,0.414289,0.171,0.87317,1.01,0.73563,0.179,0.337334,0.633,0.0738775,0.086,1.81091,0.812,0.157773,0.776,0.717273,0,0.331069,0.073,0.144349,0,2.73614,0.4672,1.0162,0.2469,0.816414,0.4276,1.60681,1.2743,1.04966,2.6674,1.73887,3.5962,1.79395,0.4757,0.323746,0.538,2.14954,0.021,1.17722,0.0614,0.537259,0.7872,4.91514,9.0331
271,2010-09-29,00:00:00.00,3.19564,4.24415,0.2141,1.93288,3.95,2.00508,1.62,9.19581,0.598,12.0309,7.66,2.38334,1.42,1.90185,0.804,5.06214,1.48,3.2409,0.71,2.46659,1.1,1.3963,0.271,11.8494,0.921,2.63425,0.882,6.55533,0.003,2.94247,0.18,1.91095,0,22.39,0.9684,10.7173,0.4417,8.13901,0.6485,8.77061,8.1553,9.55388,22.9083,17.7419,28.2319,5.56,5.182,1.07116,1.3649,6.07227,0.0623,4.60572,0.2254,3.57871,11.1285,15.6844,62.2971
272,2010-09-30,00:00:00.00,0.0427354,7.75964,0.3964,3.48296,6.65,2.4858,6.59,10.6451,2.5,19.3344,7.06,3.0166,3.06,2.04907,0.818,6.46752,1.52,3.1329,0.689,3.53759,4.74,1.73708,0.384,17.7329,1.02,3.48273,0.971,6.58717,0.008,4.09566,0.167,2.65737,0,38.8913,1.5348,15.2572,0.4021,12.4605,1.3847,15.4483,7.419,11.8995,20.5014,25.6874,26.1931,8.50107,3.3697,1.45597,0.4701,7.76163,0.0665,5.83094,0.9373,4.60601,4.7006,29.0484,32.8475
273,2010-10-01,00:00:00.00,5.22713e-06,6.20673,1.0024,2.51024,12.3,0.649321,4.44,2.01923,1.75,10.5023,6.12,0.971039,2.15,0.444796,0.515,2.07185,1.5,0.488526,0.414,1.31066,2.93,0.399388,0.16,6.81052,1.38,0.976523,0.936,0.485707,0.007,1.32431,0.335,0.827959,0,20.4632,1.6282,5.18355,0.4616,4.79527,1.4017,9.58691,5.4935,3.03396,8.1269,8.94739,14.2717,6.87285,1.1695,0.603815,0.2336,4.02455,0.0549,2.05437,0.8155,1.49654,1.7018,22.9681,15.2911
274,2010-10-02,00:00:00.00,0.00173166,2.838,0.9033,0.921008,9,0.0565133,2.71,0.452167,0.662,2.37289,4.9,0.0699955,1.65,0.181593,0.404,0.341568,1.37,0.341974,0.301,0.129434,1.86,0.0527842,0.14,0.681301,1.16,0.234237,1.13,0.453736,0.03,0.116694,0.218,0.0593754,0,4.38699,1.0675,0.573136,0.3426,0.394027,0.9599,3.89213,4.8705,0.638249,6.6261,0.823434,10.2507,6.03314,0.7532,0.235411,0.1764,1.57533,0.0476,0.438882,0.2888,0.430499,1.0987,11.1138,12.6576
275,2010-10-03,00:00:00.00,1.24379,1.7769,0.6626,0.756949,6.9,0.50701,1.76,2.18239,0.431,2.02055,4.41,0.578619,1.19,1.41389,0.544,1.97848,1.27,2.12312,0.299,0.885268,1.51,1.22523,0.243,7.16454,1.16,2.02253,1.23,4.18706,0.05,1.87129,0.181,1.34364,0.002,12.759,1.0619,5.26167,0.3285,4.02023,0.8552,5.67062,6.9376,4.1301,11.0719,8.42639,17.1034,5.64432,0.9599,0.614771,0.2373,2.48062,0.0547,1.99129,0.1764,0.740761,1.0166,7.52607,12.8558
276,2010-10-04,00:00:00.00,0.513214,6.10991,1.2261,1.18026,5.8,0.657339,1.59,2.63746,0.342,2.43162,3.99,0.992323,1.77,2.25005,0.625,4.24776,1.49,3.60616,0.463,1.39362,2.12,1.77784,0.782,11.1846,1.07,2.9981,1.14,4.4199,0.065,2.79438,0.229,2.04562,0.008,22.3416,0.9345,7.8514,0.2648,6.46861,0.9061,7.89498,6.5129,5.75873,10.5622,13.301,18.7741,5.0169,1.1015,0.76241,0.2322,3.9915,0.0932,4.49699,0.1662,2.05281,3.2848,11.6115,22.342
277,2010-10-05,00:00:00.00,0.0605793,11.6778,4.644,0.953448,5.12,0.229113,1.37,0.907953,0.253,2.06913,3.76,0.583171,2.36,1.01776,0.639,3.50392,1.48,1.8452,0.534,0.728913,2.09,0.604824,0.599,5.1227,1.19,1.20987,1.05,0.675293,0.07,1.20664,0.235,0.809739,0.003,13.7648,1.3479,3.15615,0.2591,2.83935,0.9713,5.79585,5.0404,2.26579,6.7394,5.69785,11.3267,4.01478,0.7391,0.441496,0.1875,3.42141,0.0818,4.89007,0.7646,2.20732,1.8264,15.9005,14.5832
278,2010-10-06,00:00:00.00,0.270175,12.1817,5.3519,0.639546,5.11,0.104052,1.18,0.42956,0.208,1.78163,3.83,0.880627,2.29,0.64076,0.661,3.47272,1.67,1.40902,0.644,0.376036,1.69,0.0501123,0.289,1.4264,1.13,0.29625,1.02,0.494529,0.04,0.312508,0.167,0.118548,0.001,3.86186,1.1185,0.545339,0.3228,0.374906,0.8042,2.93779,3.7095,0.675092,5.4652,0.783513,8.6933,3.29109,0.6003,0.270748,0.1886,2.03744,0.077,2.84414,1.3932,1.36302,2.1379,17.0118,28.8832
279,2010-10-07,00:00:00.00,0.325718,9.79401,4.8988,1.0937,5.96,0.590618,1.38,1.68146,0.196,3.3069,5.54,1.6968,4.49,1.71438,0.943,4.76548,1.91,3.06089,1.29,1.14682,2.18,0.183286,0.185,2.99603,1.07,0.606416,1.07,0.658339,0.021,0.267042,0.133,0.147524,0,2.60224,0.7872,0.858854,0.2549,0.675241,0.6768,2.03935,3.1715,0.922982,4.4741,1.43996,6.881,2.76626,0.5493,0.296814,0.1841,1.44021,0.081,1.32268,0.6286,1.64696,2.8175,17.2573,26.1931
280,2010-10-08,00:00:00.00,0.00519437,6.12141,5.9749,1.46802,5.78,0.725957,1.47,2.1233,0.189,4.45457,4.47,1.25776,3.96,1.32339,0.881,2.84033,1.97,2.03574,0.981,1.40115,2.98,0.21604,0.164,4.00194,1.05,0.658607,1.02,0.576583,0.04,0.267448,0.082,0.163244,0,2.36713,0.8778,0.889461,0.2263,0.713322,0.572,1.49478,2.5287,0.76829,3.9927,1.38266,5.9465,2.07071,0.5267,0.285141,0.158,1.27695,0.0742,0.858627,0.3483,1.34521,2.0785,14.0572,17.3016
281,2010-10-09,00:00:00.00,5.39163e-05,2.978,3.9077,0.968888,5.36,0.225829,1.2,0.887718,0.165,3.15603,4.29,0.340684,3.13,0.249735,0.605,0.761251,1.81,0.34612,0.634,0.559136,2.27,0.0822739,0.147,2.69372,1.14,0.348355,0.995,0.401029,0.023,0.216029,0.044,0.10858,0,2.36936,0.7759,0.883798,0.2192,0.702237,0.5125,1.31259,2.2172,0.845269,3.4547,1.41407,4.9554,1.69693,0.4899,0.283046,0.175,1.25302,0.0725,0.729543,0.2203,0.614287,1.3252,10.4562,13.2523
282,2010-10-10,00:00:00.00,2.77844e-05,1.51058,2.2115,0.388628,4.76,0.0613846,1.01,0.383853,0.147,1.86977,3.84,0.06346,2.38,0.162795,0.39,0.418011,1.58,0.307073,0.496,0.133064,1.75,0.0469385,0.119,1.35063,1.08,0.129151,0.982,0.395332,0.022,0.177683,0.042,0.0737363,0,2.26946,0.7589,0.873593,0.1625,0.694022,0.4701,1.25864,2.1747,0.781009,3.3697,1.36516,4.6156,1.3933,0.4842,0.279214,0.1863,1.23638,0.0677,0.672935,0.158,0.402896,1.0392,7.482,13.2806
283,2010-10-11,00:00:00.00,8.31583e-05,1.0929,1.4583,0.188953,4.27,0.0635651,0.881,0.535677,0.129,1.30993,3.59,0.0931974,1.96,0.180924,0.293,0.427554,1.45,0.302968,0.411,0.131369,1.44,0.0589539,0.11,1.17881,1.03,0.135197,0.958,0.389957,0.028,0.173817,0.051,0.075405,0,2.23614,0.7617,0.862927,0.1388,0.685434,0.4332,1.21972,2.1436,0.805337,3.2848,1.36952,4.4741,1.27652,0.4701,0.275865,0.1846,1.22106,0.0629,0.665559,0.1249,0.412303,0.9061,5.86366,12.5727
284,2010-10-12,00:00:00.00,0.056509,0.97665,1.0817,0.43583,4.1,0.214049,0.802,0.613942,0.112,1.30727,3.56,0.401453,1.82,0.411336,0.362,0.63376,1.41,0.948697,0.375,0.586869,1.34,0.0921991,0.103,1.13378,1,0.129661,0.961,0.385451,0.02,0.201998,0.032,0.109275,0,2.27296,0.5975,0.88669,0.1461,0.895628,0.3908,1.20724,2.1209,0.773909,3.2848,1.37792,4.3891,1.21606,0.4842,0.272446,0.194,1.20595,0.0592,0.65981,0.096,0.401633,0.8693,5.32201,12.4594
285,2010-10-13,00:00:00.00,0.137787,0.957553,0.8184,0.822898,4.37,0.295494,0.819,0.737032,0.118,1.31011,3.55,0.665288,2.18,1.0895,0.371,1.96081,1.49,1.70646,0.54,1.17617,1.94,0.124101,0.126,3.037,0.938,0.755627,0.995,1.18459,0.015,0.414829,0.027,0.298304,0,2.75732,0.6145,1.2343,0.1818,0.991356,0.4106,1.18531,2.1379,0.778031,3.2564,1.41539,4.0776,1.18753,0.4786,0.269093,0.2265,1.19101,0.0564,0.650481,0.0943,0.398685,0.8523,4.678,13.1673
286,2010-10-14,00:00:00.00,0.214672,0.978486,0.6485,0.721562,4.1,0.17194,0.703,0.572282,0.105,1.26452,3.49,0.395034,2.01,0.909957,0.372,2.34574,1.43,1.13817,0.46,0.846593,1.79,0.0782033,0.139,4.36056,0.927,0.959201,0.962,1.24502,0.012,0.578187,0.022,0.402277,0,5.66232,0.555,2.49696,0.2492,1.63413,0.4389,1.81568,2.1351,0.969642,3.6246,2.325,4.3608,1.41791,0.521,0.265772,0.2699,1.20857,0.0442,0.643547,0.0963,0.393177,0.8184,4.17329,11.2418
287,2010-10-15,00:00:00.00,1.66237,2.45276,0.6258,2.47858,7.9,1.54705,1.99,4.51948,0.256,9.64111,7.3,3.46669,5.07,3.30601,2.35,6.52935,2.08,5.08169,1.95,2.78229,7.64,0.748323,0.424,13.9149,1.12,3.9181,1.19,8.01962,0.14,3.6572,0.246,2.54465,0.02,10.9527,0.5918,4.36946,0.4531,3.67483,0.4786,4.8901,5.4368,4.63726,17.0751,8.15147,24.7489,3.38774,3.0865,0.883582,1.0732,2.71879,0.0456,1.95065,0.1447,0.872726,3.398,5.35747,21.6341
288,2010-10-16,00:00:00.00,0.200581,7.17672,1.1525,4.4725,11.4,1.96548,2.71,5.55266,0.416,16.5705,5.48,4.97325,7.63,3.75854,2.46,8.28862,2.39,5.27933,2.1,3.84965,9.42,0.972081,0.7,19.5243,1.3,4.98824,1.38,8.23674,0.29,5.03193,0.549,3.48243,0.036,11.5026,0.7391,3.90005,0.4531,3.57169,0.6088,6.33091,3.3697,5.78009,6.1448,9.30801,10.6755,4.6885,1.3026,1.23348,0.269,4.3059,0.0371,2.87958,0.1356,1.26884,2.7496,6.6859,15.376
289,2010-10-17,00:00:00.00,0,9.20554,1.0675,2.94051,9.42,0.494296,1.9,1.3121,0.304,9.10148,5.12,1.60673,5.71,0.666164,1.23,2.64303,2.48,0.56638,1.04,1.27314,5.5,0.256989,0.302,7.55173,1.56,1.3973,1.44,0.64774,0.22,1.67034,0.462,1.1243,0.034,6.67531,0.7391,1.75854,0.5692,1.56869,0.7504,3.86291,3.1432,1.7562,4.4741,3.10086,6.9093,3.77147,0.7447,0.521022,0.1894,3.16383,0.0328,1.28612,0.1968,0.785731,1.6679,5.81835,12.516
290,2010-10-18,00:00:00.00,3.26621e-06,5.2436,1.6622,0.948456,7.19,0.0462501,1.36,0.336599,0.244,2.13988,4.55,0.0572569,4.18,0.146417,0.732,0.274545,1.97,0.275746,0.647,0.0752538,3.76,0.0426918,0.178,0.78217,1.49,0.271574,1.47,0.354308,0.165,0.0920984,0.308,0.0466367,0.024,3.46827,0.7504,0.914717,0.4955,0.776939,0.6371,2.17253,3.0016,0.523379,4.2475,1.14375,6.2014,3.19584,0.6088,0.186722,0.1841,1.54942,0.032,0.386511,0.2421,0.383406,1.3422,5.55553,10.5339
291,2010-10-19,00:00:00.00,0.0149289,1.82605,1.4413,0.328921,5.81,0.0578603,1.08,0.499623,0.214,1.06812,4.16,0.0840696,3.36,0.162729,0.586,0.387289,1.7,0.272541,0.467,0.120138,2.76,0.0536033,0.137,1.19365,1.39,0.271569,1.49,0.349508,0.14,0.152948,0.27,0.0696169,0.018,2.58864,0.6626,0.797602,0.2781,0.613141,0.5522,1.61648,2.945,0.787935,4.1059,1.31094,5.6917,2.51662,0.555,0.266273,0.2044,1.21803,0.0278,0.704155,0.2039,0.469426,1.3734,6.43176,12.5727
292,2010-10-20,00:00:00.00,0.0170332,1.42171,1.093,0.136067,5.16,0.0581307,0.955,0.448123,0.178,0.988143,4.05,0.0785785,2.81,0.14464,0.398,0.372144,1.56,0.268928,0.398,0.116557,2.24,0.118357,0.12,0.893296,1.24,0.104515,1.43,0.34478,0.2,0.153569,0.384,0.0672446,0.026,2.19339,0.4559,0.774219,0.2532,0.614948,0.5607,1.22223,2.9733,0.677519,4.1343,1.18339,5.4652,1.78014,0.538,0.242545,0.2271,1.30987,0.0238,0.71451,0.1526,0.478451,1.212,6.44958,12.3745
