time,date,hour,precip [mm/day],sub676 [m3/s],sub677 [m3/s],sub684 [m3/s],sub685 [m3/s],sub687 [m3/s],sub687 (observed) [m3/s],sub686 [m3/s],sub686 (observed) [m3/s],sub699 [m3/s],sub699 (observed) [m3/s],sub703 [m3/s],sub703 (observed) [m3/s],sub700 [m3/s],sub700 (observed) [m3/s],sub701 [m3/s],sub702 [m3/s],sub702 (observed) [m3/s],sub697 [m3/s],sub697 (observed) [m3/s],sub696 [m3/s],sub696 (observed) [m3/s],sub698 [m3/s],sub682 [m3/s],sub694 [m3/s],sub694 (observed) [m3/s],sub695 [m3/s],sub695 (observed) [m3/s],sub680 [m3/s],sub680 (observed) [m3/s],sub681 [m3/s],sub681 (observed) [m3/s],sub691 [m3/s],sub692 [m3/s],sub692 (observed) [m3/s],sub693 [m3/s],sub689 [m3/s],sub690 [m3/s],sub690 (observed) [m3/s],sub707 [m3/s],sub707 (observed) [m3/s],sub709 [m3/s],sub709 (observed) [m3/s],sub712 [m3/s],sub712 (observed) [m3/s],sub713 [m3/s],sub713 (observed) [m3/s],sub714 [m3/s],sub714 (observed) [m3/s],sub715 [m3/s],sub715 (observed) [m3/s],sub723 [m3/s],sub724 [m3/s],sub716 [m3/s],sub716 (observed) [m3/s],sub717 [m3/s],sub717 (observed) [m3/s],sub718 [m3/s],sub718 (observed) [m3/s],sub719 [m3/s],sub719 (observed) [m3/s],sub720 [m3/s],sub722 [m3/s],sub722 (observed) [m3/s],sub721 [m3/s],sub721 (observed) [m3/s],sub710 [m3/s],sub710 (observed) [m3/s],sub704 [m3/s],sub704 (observed) [m3/s],sub705 [m3/s],sub705 (observed) [m3/s],sub688 [m3/s],sub688 (observed) [m3/s],sub706 [m3/s],sub706 (observed) [m3/s]
32,2010-02-02,00:00:00.00,0.00162905,0.792134,3.37645,2.66369,5.24212,29.1254,29.5,0.881519,2.35,0.667349,1.35,2.22912,5.2,0.786361,1.28,1.02451,3.16716,3.85,0.52331,0.155,10.4309,11,4.4946,0.580807,2.76193,5.1,0.703731,0.95,1.28826,0.9741,1.08201,1.1921,2.29287,6.59495,10.4489,3.93328,2.60693,3.64305,1.665,6.85859,11.6665,11.77,16.5654,0.526872,0.9146,99.295,76.4555,6.36059,2.2653,17.4533,18.6891,0.859591,2.71037,2.98863,3.1149,3.26332,4.5307,3.71183,3.5962,16.8344,24.8905,0.682338,2.51941,5.9749,15.1317,16.8202,5.14603,3.8228,11.6134,21.1527,3.15248,,0.561903,2.6901,2.33932,5.8333
33,2010-02-03,00:00:00.00,0.00325291,0.771066,2.7487,2.10542,5.35931,29.3111,28,0.838778,2,0.6616,1.15,2.00051,5.1,0.762718,1.14,0.951058,2.64916,3.59,0.504504,0.123,9.09561,8.3,3.71243,0.564556,2.26338,3.72,0.650446,0.7,1.22526,0.8382,1.00442,1.1298,2.07838,5.84674,9.5711,3.49245,2.34666,3.39942,1.648,6.5057,12.1196,11.3141,14.8663,0.510065,0.8297,98.5424,70.5089,5.91553,1.9255,16.6045,14.1584,0.819139,2.3928,2.73545,2.4579,2.94669,3.9644,3.26878,3.6529,15.8874,21.3792,0.647927,2.20765,5.3802,14.9081,16.4804,4.73042,3.3414,9.83701,18.5759,2.70738,,0.546562,2.5485,1.90435,5.3236
34,2010-02-04,00:00:00.00,0.00247463,0.750725,2.38195,1.71146,5.38565,29.2055,26.2,0.811792,1.8,0.632714,1.03,1.81538,4.98,0.739874,1.09,0.898841,2.27669,3.39,0.485861,0.128,7.91276,6.5,3.06778,0.549485,1.88875,2.97,0.611511,0.5,1.17183,0.7759,0.948131,1.0874,1.91801,5.23898,9.9109,3.19416,2.10573,3.12764,1.75,6.10475,12.1196,10.8343,13.7903,0.495037,0.7646,97.1809,57.4832,5.48148,1.6424,15.8363,11.3267,0.794086,2.14964,2.52597,2.0105,2.65006,3.4263,2.94167,2.5117,14.9245,20.0483,0.617724,1.96179,4.9554,14.5269,15.8574,4.28413,3.1149,8.33985,18.6042,2.33029,,0.531739,2.6759,1.55188,4.9838
35,2010-02-05,00:00:00.00,0.00162816,0.731074,2.13708,1.46935,5.28646,28.8338,25.5,0.786483,1.61,0.617019,0.92,1.67027,4.83,0.717803,1.03,0.859125,1.9863,3.22,0.467856,0.12,6.9751,5.2,2.5617,0.534942,1.59334,2.45,0.579856,0.38,1.1248,0.6966,0.903519,1.0619,1.79401,4.87548,10.2507,2.97034,1.90082,2.86082,1.9425,5.68539,11.8648,10.355,13.0541,0.482577,0.7164,95.2987,50.9703,5.05592,1.4442,15.1163,8.2119,0.762755,1.94395,2.35587,1.699,2.38096,3.1149,2.70118,2.1124,14.0233,18.7741,0.590163,1.78216,4.0493,14.0311,12.0063,3.84032,2.9733,7.12907,16.5937,1.98473,,0.517416,2.3871,1.2988,4.8705
36,2010-02-06,00:00:00.00,0.0345369,0.712087,1.9606,1.32263,5.03232,28.2176,26,0.761622,1.45,0.595462,0.825,1.55756,4.7,0.696478,0.92,0.826851,1.76765,3.1,0.454558,0.116,6.30008,4.6,2.18576,0.521096,1.36653,2.09,0.554241,0.3,1.0836,0.6853,0.867052,1.0534,1.68776,4.61062,9.656,2.79515,1.73585,2.62337,1.6764,5.29106,11.8364,9.88494,12.2895,0.469844,0.6598,93.1862,39.6436,4.64302,1.3309,14.449,8.7782,0.79012,1.99631,2.22221,1.4442,2.14542,2.8317,2.52478,2.087,13.2118,20.0766,0.565028,1.64571,3.5962,13.4887,11.7232,3.37104,2.9733,6.1014,15.4327,1.68531,,0.503578,2.1861,1.12965,4.1343
37,2010-02-07,00:00:00.00,0.00317267,0.693743,1.82985,1.22953,4.60609,27.3695,24.5,0.737295,1.3,0.57798,0.75,1.46808,4.63,0.675874,0.865,0.799224,1.60061,3,0.438228,0.113,5.69747,4.15,1.91842,0.507717,1.22304,1.7,0.532044,0.24,1.04676,0.6853,0.836005,1.0364,1.59858,4.38161,9.1463,2.64599,1.6065,2.41995,1.6424,4.94467,11.8364,9.42278,11.5533,0.453753,0.64,90.8474,28.3168,4.27123,1.2459,13.808,27.1842,0.801456,2.09972,2.11685,1.1327,1.93532,3.6812,2.38319,2.288,12.4025,19.7085,0.542091,1.55333,3.5113,12.9512,11.4683,2.89486,2.8317,5.11087,14.5549,1.45614,,0.490207,2.07,1.02389,3.9077
38,2010-02-08,00:00:00.00,1.72324e-05,0.676018,1.72968,1.17041,3.93563,26.2991,23.7,0.713563,1.22,0.559339,0.7,1.39353,4.57,0.655968,0.815,0.774964,1.48064,2.92,0.420235,0.11,5.10416,3.82,1.73296,0.494939,1.12979,1.4,0.512847,0.19,1.01327,0.6626,0.808631,1.0279,1.53097,4.18688,8.9198,2.51896,1.51434,2.24671,1.4866,4.6456,11.3834,8.97013,10.9869,0.435726,0.572,88.216,22.4836,3.96025,1.3592,13.2067,19.8218,0.735501,2.07799,2.03002,1.5489,1.7782,3.9644,2.26863,3.1998,11.4774,19.5103,0.521114,1.47699,3.3697,12.3962,11.2418,2.48938,2.8317,4.14627,12.8275,1.28397,,0.477289,1.7132,0.954334,3.1149
39,2010-02-09,00:00:00.00,0.000128545,0.658892,1.65005,1.12802,3.26735,25.0514,25,0.690458,1.1,0.542245,0.65,1.33058,4.51,0.636734,0.79,0.753299,1.39685,2.85,0.412777,0.109,4.58058,3.6,1.61575,0.482932,1.06811,1.2,0.500303,0.15,0.98244,0.6456,0.78386,0.9798,1.47551,4.02048,8.5517,2.42203,1.45042,2.10795,1.3904,4.38756,11.2984,8.53046,10.4206,0.419905,0.521,85.5182,22.0022,3.62623,1.2459,12.6635,14.7248,0.687614,2.06558,1.95271,1.4215,1.65691,4.2475,2.17295,4.9271,10.3542,18.3776,0.501874,1.41101,3.4263,11.7815,10.5339,2.14563,2.8317,3.43018,12.6859,1.16514,,0.464807,1.7217,0.898043,3.0299
40,2010-02-10,00:00:00.00,9.87929e-05,0.642344,1.58431,1.09013,2.84189,23.7788,26,0.668065,1.01,0.525249,0.608,1.27983,4.42,0.618151,0.73,0.733251,1.33307,2.79,0.404569,0.109,4.11636,3.4,1.54141,0.470964,1.02057,1.05,0.487351,0.125,0.956701,0.6315,0.763333,1.0279,1.42737,3.89072,8.6933,2.34222,1.39976,2.00754,1.5178,4.13752,11.6949,8.1128,10.0242,0.405911,0.4899,82.8625,22.0871,3.30053,1.1893,12.0927,12.7426,0.661036,1.96041,1.88193,1.665,1.56087,3.9644,2.08801,3.9927,8.90339,17.5564,0.484163,1.35251,3.4263,11.0676,10.817,1.84847,2.7807,3.03406,12.6859,1.07983,,0.452747,1.7047,0.851656,3.2564
41,2010-02-11,00:00:00.00,0.0272116,0.626356,1.53158,1.05558,2.56074,22.5879,25.8,0.646378,0.98,0.509079,0.59,1.23556,4.37,0.600197,0.705,0.714057,1.27835,2.73,0.386957,0.11,3.69655,3.2,1.48117,0.458821,0.977394,0.9,0.467838,0.105,0.93061,0.6173,0.745014,1.0364,1.38395,3.77355,8.9764,2.26994,1.35642,1.9338,1.5263,3.85098,11.3551,7.69802,9.7693,0.393057,0.4701,80.3301,24.9755,3.0796,1.1044,11.4939,11.3267,0.639549,1.79116,1.82028,1.5688,1.48217,3.6812,2.01396,3.7945,7.83552,19.5386,0.687026,1.70101,3.4263,10.1871,11.0436,1.61131,2.7751,2.79291,12.516,1.00727,,0.441094,1.7132,0.812703,3.0865
42,2010-02-12,00:00:00.00,0,0.610907,1.48912,1.02355,2.35314,21.3475,25.6,0.625266,0.94,0.493325,0.565,1.19196,4.33,0.582849,0.68,0.695415,1.22982,2.71,0.369135,0.113,3.30449,3.03,1.429,0.447307,0.943564,0.8,0.449024,0.09,0.902785,0.6088,0.726122,1.0364,1.34396,3.66451,9.1747,2.20425,1.31773,1.86987,1.5376,3.58621,11.1852,7.13777,9.4861,0.380958,0.4474,77.9723,24.4658,2.92103,1.076,10.8952,9.6277,0.620873,1.61146,1.76542,1.5489,1.41625,3.6812,1.94683,3.5962,7.39635,18.406,0.739757,1.88692,3.4263,8.85672,12.1196,1.42981,5.6917,2.62025,13.3089,0.945167,,0.429835,1.7047,0.779369,3.398
43,2010-02-13,00:00:00.00,0,0.595981,1.45008,0.993489,2.17676,19.9998,26.2,0.604747,0.89,0.478173,0.548,1.14974,4.29,0.566088,0.655,0.677233,1.18602,2.69,0.354846,0.117,2.97381,2.97,1.38297,0.436422,0.917355,0.7,0.432725,0.08,0.878151,0.5947,0.707714,1.0534,1.30689,3.56333,9.0614,2.14305,1.28216,1.81243,1.515,3.39692,10.8454,6.55203,9.3729,0.369423,0.4248,75.6998,20.4164,2.79664,1.0194,10.3112,11.3267,0.603875,1.46757,1.71417,1.4923,1.35982,3.1432,1.88343,3.1432,6.88044,18.4343,0.558259,1.42024,3.4263,6.94359,13.2523,1.28991,7.7588,2.48205,13.4505,0.891646,,0.418957,1.6565,0.750314,3.3131
44,2010-02-14,00:00:00.00,0,0.581559,1.4123,0.965016,2.03316,18.6593,27,0.584889,0.87,0.463497,0.53,1.10922,4.24,0.549894,0.63,0.659494,1.14589,2.69,0.342004,0.121,2.71826,2.8,1.34153,0.425904,0.892087,0.64,0.417603,0.07,0.85474,0.589,0.689651,1.0534,1.27229,3.46755,8.4101,2.08559,1.24866,1.76282,1.4951,3.25285,10.7887,6.13029,9.3729,0.358353,0.4106,73.4257,13.6204,2.69388,0.9628,9.74255,9.9109,0.58798,1.35939,1.66603,1.4753,1.31054,2.8317,1.82573,2.945,6.48398,18.6891,0.516925,1.24681,3.5679,5.48657,13.8469,1.18656,5.5501,2.37137,13.762,0.845183,,0.408447,1.5971,0.724555,2.8317
45,2010-02-15,00:00:00.00,0,0.567624,1.37611,0.937873,1.91728,17.3927,26.1,0.565677,0.84,0.449337,0.515,1.07047,4.2,0.534248,0.61,0.64221,1.11119,2.67,0.33012,0.119,2.51201,2.68,1.30388,0.415741,0.867727,0.58,0.403372,0.064,0.832394,0.5805,0.672081,1.0194,1.23937,3.37684,8.5234,2.03125,1.21659,1.71702,1.481,3.13658,10.6471,5.79919,9.4861,0.347693,0.3879,71.1793,12.9691,2.60507,0.9345,9.17927,8.4951,0.572894,1.27945,1.62054,1.3734,1.26673,2.5485,1.773,2.6901,6.27308,18.406,0.483184,1.24545,3.5962,4.84935,13.8753,1.1142,4.3042,2.28024,13.9319,0.804572,,0.398291,1.6084,0.701361,3.0582
46,2010-02-16,00:00:00.00,0,0.554159,1.34159,0.911881,1.82315,16.1932,25.7,0.547096,0.836,0.435645,0.505,1.03345,4.15,0.519131,0.59,0.625403,1.07991,2.67,0.318922,0.117,2.33142,2.6,1.26946,0.405922,0.844225,0.53,0.389853,0.057,0.810999,0.6145,0.655066,1.0534,1.2076,3.29026,8.4384,1.97935,1.18565,1.67319,1.4583,3.03829,10.3923,5.52868,9.4861,0.337411,0.3766,69.0222,14.8663,2.52532,0.8778,8.57738,7.0792,0.558458,1.21916,1.57736,1.3082,1.2272,2.2653,1.72328,2.945,6.01289,17.2733,0.455149,1.15977,3.5113,4.43484,13.8753,1.05801,3.3414,2.20294,14.4133,0.768945,,0.388479,1.6509,0.680195,3.483
47,2010-02-17,00:00:00.00,0,0.541149,1.30849,0.886917,1.74521,15.0406,25.2,0.529129,0.82,0.422422,0.497,0.998066,4.13,0.504524,0.573,0.609091,1.04816,2.65,0.308256,0.119,2.16586,2.49,1.2377,0.396434,0.821542,0.49,0.376931,0.054,0.790465,0.6201,0.638622,1.0704,1.17686,3.20766,8.7499,1.92938,1.15575,1.631,1.5291,2.95157,10.3923,5.30134,9.3729,0.327485,0.3653,66.9812,21.0961,2.45233,0.8495,7.80149,7.3624,0.544581,1.17133,1.53663,1.4413,1.19457,1.699,1.67653,2.8289,5.73327,19.1139,0.431584,1.1333,3.6246,4.16761,13.7337,1.00909,2.8883,2.13568,14.923,0.737609,,0.378998,1.6905,0.660656,3.5113
48,2010-02-18,00:00:00.00,0,0.528579,1.27657,0.862892,1.67907,13.8126,25,0.51176,0.81,0.409644,0.488,0.964274,4.1,0.490412,0.569,0.593281,1.01687,2.65,0.298035,0.119,2.02912,2.41,1.20794,0.387266,0.799643,0.465,0.36453,0.052,0.770725,0.623,0.622744,1.0789,1.14714,3.12981,8.6933,1.88111,1.12684,1.59028,1.5291,2.87205,10.364,5.11473,9.2313,0.317899,0.3681,65.0367,17.9812,2.38602,0.8212,6.97263,6.5129,0.531211,1.13145,1.49915,1.6735,1.16695,1.6141,1.6322,2.86,5.42759,18.8307,0.411512,1.08159,3.5679,3.9803,13.8753,0.966239,2.6136,2.0755,15.2628,0.709823,,0.369837,1.6622,0.642445,3.483
49,2010-02-19,00:00:00.00,2.337e-07,0.516433,1.24567,0.839738,1.62136,12.5006,24.8,0.494969,0.8,0.397299,0.481,0.932074,4.05,0.476777,0.545,0.57797,0.986718,2.65,0.288205,0.119,1.92245,2.36,1.17966,0.378408,0.778496,0.44,0.3526,0.05,0.751722,0.623,0.607415,1.0959,1.11864,3.05616,8.6933,1.83449,1.09903,1.55095,1.5999,2.7974,10.2224,4.95809,8.9764,0.308639,0.3823,63.3512,13.5071,2.32833,0.8778,6.38689,5.6634,0.518313,1.09681,1.46449,1.6537,1.13951,1.5857,1.59004,3.1998,5.12421,20.02,0.394186,1.05185,3.9644,3.83185,15.0646,0.928416,2.2852,2.0207,15.6026,0.684898,,0.360986,1.699,0.62534,3.5396
50,2010-02-20,00:00:00.00,0.00038907,0.504697,1.2157,0.817404,1.56937,11.3518,24.5,0.478806,0.81,0.385371,0.477,0.901467,4.02,0.463602,0.53,0.563151,0.957786,2.63,0.278732,0.129,1.83717,2.31,1.15255,0.369849,0.758071,0.42,0.341105,0.048,0.733411,0.623,0.592617,1.0789,1.09139,2.98381,9.5145,1.78962,1.07304,1.51319,1.6764,2.72881,10.1941,4.81782,9.118,0.299868,0.3964,61.8136,12.8558,2.27548,0.9061,6.0069,4.8139,0.505861,1.06575,1.43069,1.6169,1.11249,1.5291,1.54979,3.4547,4.8447,21.6624,0.379034,1.01485,4.559,3.70276,15.3477,0.894728,2.1124,1.97114,15.7725,0.662302,,0.352434,1.7245,0.609172,3.5962
51,2010-02-21,00:00:00.00,0.00701895,0.493357,1.19792,0.795856,1.52264,10.4545,24,0.468324,0.815,0.373847,0.473,0.87527,3.98,0.450874,0.525,0.548835,0.9301,2.63,0.269593,0.142,1.76688,2.27,1.1264,0.361579,0.738392,0.4,0.330017,0.046,0.718104,0.623,0.578329,1.0959,1.06731,2.9158,9.5145,1.74961,1.057,1.4837,1.7981,2.69855,7.504,4.69195,9.2313,0.29337,0.4474,60.2082,13.5071,2.22515,0.9628,5.71731,4.3891,0.493835,1.04473,1.39713,1.5376,1.08602,1.5008,1.51128,3.8228,4.59834,22.9366,0.365615,0.985455,4.7572,3.58339,18.5475,0.864435,2.86,1.92588,16.1123,0.641624,,0.344171,1.6877,0.593814,3.5113
52,2010-02-22,00:00:00.00,0.168453,0.482404,1.19703,0.7751,1.48301,9.77598,23.6,0.472847,0.83,0.363759,0.472,0.859951,3.97,0.441619,0.512,0.535727,0.905054,2.63,0.26389,0.157,1.73419,2.24,1.1021,0.35366,0.724629,0.38,0.32908,0.045,0.722244,0.623,0.570577,1.0959,1.24799,3.15874,8.8632,2.10851,1.20509,1.6469,1.6565,2.84638,7.1642,4.61223,9.118,0.286813,0.4984,58.6343,19.1705,2.1851,1.0477,5.67147,3.9644,0.634599,1.82559,1.59997,1.5404,1.07074,1.4725,1.70321,4.4174,4.38403,23.7012,0.353588,0.956334,4.7006,3.45792,20.8129,0.844139,2.3616,1.88254,14.0168,0.62254,,0.336187,1.7245,0.579168,3.5962
53,2010-02-23,00:00:00.00,2.10993,0.471817,1.18336,0.755005,1.44665,9.24877,24.5,0.458976,0.855,0.355268,0.472,0.850319,3.96,0.429791,0.503,0.522665,0.881437,2.61,0.408503,0.171,1.70773,2.3,1.07884,0.345939,0.706182,0.36,0.319078,0.044,0.712609,0.6541,0.568317,1.0959,1.47717,3.63424,9.9958,2.53691,1.31034,1.84579,2.1379,2.86641,8.2685,4.61243,9.3729,0.532489,0.6739,58.425,15.1778,5.75159,1.9255,10.9052,4.5307,3.49069,7.83541,10.3225,2.0898,5.97398,1.9822,9.66195,6.343,8.01387,35.3961,2.31464,5.4509,10.6755,5.91107,20.4448,2.24129,2.8883,1.84337,13.4505,0.604799,,0.328473,1.682,0.565159,3.5113
54,2010-02-24,00:00:00.00,0.0581754,0.461584,1.14895,0.735544,1.40888,8.80612,24.3,0.429604,0.875,0.350008,0.468,1.06527,3.95,0.546711,0.495,0.524245,0.959474,2.61,0.478915,0.179,1.63161,2.35,1.05463,0.338407,0.683113,0.35,0.299537,0.043,0.682126,0.6739,0.56329,1.0959,1.47804,3.63259,11.4683,2.34738,1.19579,1.73197,2.5429,2.7466,8.0986,4.63947,10.4206,0.684058,0.8552,58.4709,15.1778,7.92938,2.9166,16.8735,5.6634,6.03961,9.32343,18.0326,4.4741,7.94056,3.9644,16.0351,13.677,12.4614,56.9169,3.02047,8.34606,27.6372,8.82713,30.0159,2.97588,3.7945,2.26901,12.8275,1.23293,,1.06132,2.0643,1.03796,4.1626
55,2010-02-25,00:00:00.00,0.00173607,0.451699,1.11304,0.716784,1.37291,8.45087,24.1,0.413371,0.89,0.340062,0.455,1.06287,3.94,0.535563,0.492,0.513051,1.03634,2.61,0.365286,0.203,1.56126,2.36,1.03052,0.331198,0.665922,0.34,0.28969,0.042,0.66235,0.6739,0.552854,1.0789,1.36674,3.29162,11.2701,2.08873,1.12786,1.56444,2.5344,2.74776,11.1852,4.60893,11.6949,0.498394,1.0534,57.7773,79.2872,6.89287,5.805,15.8091,7.9287,4.72133,5.72099,10.9993,10.1941,4.8134,13.7054,9.83703,20.558,11.5176,41.9089,1.41662,3.81864,26.5329,8.52053,41.6258,2.1662,6.0032,2.61326,11.8931,1.35515,,1.70814,2.0728,1.24236,3.936
56,2010-02-26,00:00:00.00,0,0.442147,1.0797,0.698661,1.34061,8.16204,23.7,0.398223,0.915,0.322942,0.448,0.814943,3.93,0.393399,0.488,0.486896,0.939291,2.57,0.301579,0.19,1.51918,2.28,1.00848,0.324233,0.649307,0.33,0.280254,0.041,0.644356,0.6654,0.53789,1.0874,1.24606,3.08958,10.7887,1.99155,1.13059,1.51187,2.3616,2.71652,11.7515,4.49577,12.601,0.367262,0.9713,57.6121,124.594,7.66486,9.118,14.6692,18.944,2.95747,5.53182,4.75213,7.9004,4.43507,15.5743,6.23945,19.7085,10.1968,31.4317,0.90217,1.95618,20.2465,7.79436,54.6515,2.07794,7.6739,2.38968,11.1568,0.82923,,0.928623,2.1124,0.903063,3.5962
57,2010-02-27,00:00:00.00,0.0528915,0.461171,2.09665,0.807977,1.47598,8.30913,23,0.853662,0.925,0.311851,0.442,0.92927,3.92,0.391791,0.484,0.717355,0.857846,2.57,0.260662,0.16,1.47866,2.22,0.988431,0.317502,0.633257,0.36,0.271183,0.05,0.627767,0.6428,0.521824,1.0874,1.14967,2.93997,10.5622,1.84656,1.12385,1.48091,2.0954,2.6421,11.7232,4.35385,12.2895,0.300537,0.943,57.4271,121.762,8.10897,9.203,16.3248,25.74,1.93723,4.90241,4.23525,5.5218,4.01573,16.9901,6.17737,12.7426,10.5691,34.8297,0.646621,2.07451,14.8947,7.96078,50.404,2.09402,5.6067,2.21608,11.6099,1.20294,,0.681919,2.1323,0.95824,4.2758
58,2010-02-28,00:00:00.00,0.0123032,0.478731,2.621,0.820604,1.66006,8.72282,24.1,1.14815,0.95,0.303692,0.438,1.08272,3.91,0.382456,0.483,0.843834,0.885199,2.55,0.235328,0.139,1.44093,2.19,0.968629,0.310999,0.617751,0.4,0.262569,0.06,0.612311,0.6598,0.506184,1.1044,1.06414,2.78048,11.0153,1.72587,1.09457,1.46118,2.22,2.54117,11.7515,4.22266,11.3267,0.264973,0.9769,56.8863,104.772,7.96018,7.9854,17.8123,22.5968,1.2335,4.26577,3.36514,4.9554,3.55713,14.1584,4.41679,11.3834,10.5464,33.4139,0.530812,1.44309,12.2046,8.20318,46.7228,1.96466,4.2475,2.12648,13.9036,1.16347,,1.0544,2.4183,0.887126,4.7289
59,2010-03-01,00:00:00.00,0.0382148,0.449428,2.22847,0.740293,1.69447,9.10784,25.6,1.13016,0.98,0.427401,0.437,1.30526,3.9,0.818792,0.482,1.21774,1.0543,2.55,0.21855,0.157,1.40494,2.17,0.948498,0.304715,0.60289,0.44,0.255527,0.074,0.597788,0.6711,0.491549,1.1044,1.01695,2.76978,12.4877,1.63526,1.04944,1.42817,2.1747,2.43876,11.978,4.09509,11.1002,0.244543,1.0704,56.2156,90.6139,7.37017,6.7394,18.4276,19.3687,0.799878,3.62279,2.75882,4.5307,3.22475,11.3267,3.50625,11.5533,10.3155,33.1307,0.473575,1.41213,11.2135,8.18336,44.1743,1.76631,5.4935,2.04295,14.0168,0.742005,,0.652311,2.4636,0.677291,4.8139
60,2010-03-02,00:00:00.00,0.0092333,0.415753,2.10868,0.722568,1.62173,9.40475,26.2,1.0832,1.05,0.482729,0.7,1.40393,3.86,0.809722,0.74,1.35746,1.27915,2.81,0.206515,0.484,1.37064,2.23,0.928677,0.298642,0.588417,0.56,0.249616,0.11,0.58405,0.6994,0.478049,1.0789,0.986531,2.80316,15.0929,1.57104,0.998954,1.38116,3.1149,2.34337,13.1957,3.97185,11.5533,0.231574,1.3309,55.73,93.4456,6.67337,6.0315,18.1629,17.698,0.599778,3.01844,2.30017,4.3042,2.82109,8.4951,2.8066,11.2701,9.74818,32.5644,0.42764,1.15926,9.9392,7.89121,41.9089,1.56107,6.0032,1.95593,11.8931,0.69804,,0.316212,2.3163,0.620506,4.5873
61,2010-03-03,00:00:00.00,0.00572451,0.40035,1.7666,0.664943,1.48033,9.59235,25.6,0.876366,1.19,0.314884,0.875,1.2233,3.85,0.348763,0.92,0.915347,1.27601,2.94,0.197152,1.92,1.33754,2.26,0.909404,0.292775,0.574312,0.65,0.243452,0.14,0.570988,0.7391,0.465621,1.0789,0.94754,2.59646,15.8008,1.51392,0.949639,1.32699,3.936,2.25907,13.5071,3.85482,12.9691,0.222277,1.7273,55.6359,161.406,6.07494,9.7976,17.3534,17.4149,0.508281,2.45026,1.90682,5.097,2.34005,7.0792,2.32255,11.525,8.62399,30.5822,0.390553,1.11838,8.7499,7.33421,37.3782,1.37372,4.559,1.87059,11.1285,0.632568,,0.292598,2.2653,0.563776,3.936
62,2010-03-04,00:00:00.00,0.0136143,0.391488,1.58109,0.637166,1.39721,9.99288,26.1,1.02979,1.3,0.253091,1.2,1.14268,4,0.341589,1.6,0.74526,1.17753,3.46,0.189334,3.02,1.30556,2.32,0.890721,0.287105,0.560801,0.8,0.237102,0.18,0.558518,0.7702,0.454134,1.0789,0.906173,2.39219,14.4133,1.46158,0.90397,1.27205,2.8883,2.18585,13.3372,3.7448,16.2822,0.214773,2.5825,55.9672,280.054,5.43703,14.1584,16.3242,21.0394,0.45093,1.96687,1.60704,6.9376,1.97775,5.6634,1.97445,11.4683,7.30577,28.8832,0.360409,0.994814,7.8721,6.61058,36.2456,1.2107,4.7006,1.79039,10.6755,0.598056,,0.270263,2.3984,0.528949,3.7945
63,2010-03-05,00:00:00.00,0.0127584,0.383776,1.43522,0.612413,1.37848,10.0343,25.5,1.07965,1.45,0.269286,1.8,1.09576,4.55,0.333148,4.25,0.626077,1.13278,4.85,0.182684,4.5,1.27471,2.39,0.87321,0.281627,0.547745,0.95,0.230672,0.24,0.546578,0.7985,0.443447,1.0959,0.876619,2.34475,15.376,1.42057,0.875478,1.22608,3.0299,2.11733,12.9974,3.6424,22.342,0.21099,3.5113,56.6151,322.812,4.75105,15.6592,15.3056,26.1364,0.415932,1.57002,1.41865,6.5129,1.65422,5.097,1.7483,11.1568,6.32548,31.1485,0.335727,0.943598,7.9287,5.87805,34.5466,1.08676,5.9465,1.71406,10.3923,0.567614,,0.26431,2.5485,0.501128,4.3891
64,2010-03-06,00:00:00.00,0.0131012,0.376477,1.36195,0.590816,1.41186,9.55863,25.1,0.887723,1.62,0.291916,2.6,1.06365,4.88,0.332377,4.3,0.549836,1.06928,5.87,0.177232,3.45,1.24657,2.48,0.856671,0.276333,0.535131,1.2,0.224248,0.3,0.551371,0.8495,0.436822,1.1213,0.870407,2.30684,14.6115,1.40067,0.871367,1.20748,2.945,2.05401,13.1107,3.54669,26.3913,0.21681,5.5501,57.3933,317.149,4.08366,18.1511,14.3564,25.825,0.394421,1.25807,1.30304,6.2297,1.40695,4.5307,1.57385,11.0719,5.61371,29.4495,0.315347,0.874896,7.419,5.22238,33.1307,0.996417,6.258,1.64121,10.0808,0.540748,,0.259008,2.5485,0.478487,4.1626
65,2010-03-07,00:00:00.00,0.0820675,0.3699,1.90596,0.58864,1.67735,9.21397,24.8,0.785552,1.85,0.578168,3.5,1.05554,5.19,0.367635,4.4,0.500778,0.998287,6.72,0.171485,3.09,1.2221,2.6,0.840166,0.271218,0.525253,1.6,0.218939,0.4,0.643573,0.9118,0.499303,1.1893,1.04839,2.95806,15.6592,2.06492,0.866789,1.25108,3.2281,2.07274,13.224,3.61079,30.8654,0.216522,6.9376,58.1202,319.98,3.31801,21.2376,13.4877,25.0604,0.379897,1.06108,1.22469,5.6067,1.22239,3.9644,1.44205,11.0153,5.03595,30.8654,0.298369,0.829704,7.5323,4.6215,31.1485,0.919592,7.9004,1.57328,10.1657,0.517003,,0.254465,2.4919,0.459719,3.7661
